track_a,track_b,seq_overlap_count,seq_jaccard,seq_overlap_fraction_of_smaller_track,id_overlap_count,id_overlap_fraction_of_smaller_track,target_corr_on_overlapping_sequences,n_overlap_for_target_corr,best_metric_signature_identical,leakage_or_duplication_risk,best_model_a,best_model_b,best_r2_a,best_r2_b
Random_Promoter_DREAM_base_track,PARM_GSE301246_held_out_context_track_TaskB,0,0.0,0.0,0,0.0,,0,False,low,M03_GC_length_multi_char6,T01_mutational_prior_proxy,-0.3421549942831152,0.0138868353099598
Random_Promoter_DREAM_base_track,PARM_GSE301246_Task_C_stress_test,0,0.0,0.0,0,0.0,,0,False,low,M03_GC_length_multi_char6,M06_GC_length_condition_gated_char6,-0.3421549942831152,-0.0388875635281249
Random_Promoter_DREAM_base_track,GSE221384_context_track,0,0.0,0.0,0,0.0,,0,False,low,M03_GC_length_multi_char6,T04_observable_alignment_proxy,-0.3421549942831152,0.2117140378824361
Random_Promoter_DREAM_base_track,Random_Promoter_DREAM_base_track_2,18709,0.1167386312584236,0.4788707159128721,0,0.0,0.9966911283494544,18709,False,possible_related,M03_GC_length_multi_char6,T04_observable_alignment_proxy,-0.3421549942831152,0.6491104448680286
Random_Promoter_DREAM_base_track,Random_Promoter_DREAM_base_track_3,60438,0.26338542529176434,0.43199622598353155,0,0.0,1.0,50000,False,possible_related,M03_GC_length_multi_char6,T04_observable_alignment_proxy,-0.3421549942831152,0.2813359087852787
Random_Promoter_DREAM_base_track,Random_Promoter_DREAM_base_track_4,60756,0.26513984472849306,0.4342692131747484,0,0.0,1.0,50000,False,possible_related,M03_GC_length_multi_char6,T04_observable_alignment_proxy,-0.3421549942831152,0.284423689686203
Random_Promoter_DREAM_base_track,PARM_GSE301246_held_out_context_track,0,0.0,0.0,0,0.0,,0,False,low,M03_GC_length_multi_char6,T05_uncertainty_ensemble_proxy,-0.3421549942831152,0.3955993351255749
Random_Promoter_DREAM_base_track,PARM_GSE301246_held_out_context_track_2,0,0.0,0.0,0,0.0,,0,False,low,M03_GC_length_multi_char6,M03_GC_length_multi_char6,-0.3421549942831152,0.145641794700057
Random_Promoter_DREAM_base_track,PARM_GSE301246_held_out_context_track_3,0,0.0,0.0,0,0.0,,0,False,low,M03_GC_length_multi_char6,M03_GC_length_multi_char6,-0.3421549942831152,0.142208150345333
Random_Promoter_DREAM_base_track,PARM_GSE301246_held_out_context_track_4,0,0.0,0.0,0,0.0,,0,False,low,M03_GC_length_multi_char6,M08_dynamic_condition_weighted_char6,-0.3421549942831152,0.1521294349282176
Random_Promoter_DREAM_base_track,PARM_GSE301246_held_out_context_track_5,0,0.0,0.0,0,0.0,,0,False,low,M03_GC_length_multi_char6,M08_dynamic_condition_weighted_char6,-0.3421549942831152,0.4307546686640491
Random_Promoter_DREAM_base_track,PARM_GSE301246_held_out_context_track_6,0,0.0,0.0,0,0.0,,0,False,low,M03_GC_length_multi_char6,M03_GC_length_multi_char6,-0.3421549942831152,-0.1360090119623944
Random_Promoter_DREAM_base_track,PARM_GSE301246_held_out_context_track_7,0,0.0,0.0,0,0.0,,0,False,low,M03_GC_length_multi_char6,M06_GC_length_condition_gated_char6,-0.3421549942831152,0.0594498016575664
Random_Promoter_DREAM_base_track,Random_Promoter_DREAM_base_track_5,18709,0.1167386312584236,0.4788707159128721,0,0.0,0.9966911283494544,18709,False,possible_related,M03_GC_length_multi_char6,T04_observable_alignment_proxy,-0.3421549942831152,0.6491104448680286
Random_Promoter_DREAM_base_track,Random_Promoter_DREAM_base_track_6,60437,0.2633810673476681,0.4319890782250686,0,0.0,1.0,50000,False,possible_related,M03_GC_length_multi_char6,T04_observable_alignment_proxy,-0.3421549942831152,0.2807902429077594
Random_Promoter_DREAM_base_track,Random_Promoter_DREAM_base_track_7,2664,0.009274506595552833,0.019041628545288198,0,0.0,1.0,2664,False,low,M03_GC_length_multi_char6,T04_observable_alignment_proxy,-0.3421549942831152,0.2876585702977691
Random_Promoter_DREAM_base_track,Random_Promoter_DREAM_base_track_8,194,0.0012147016467347067,0.0097,0,0.0,1.0,194,False,low,M03_GC_length_multi_char6,T02_selection_potential_proxy,-0.3421549942831152,0.2733663743201212
Random_Promoter_DREAM_base_track,Random_Promoter_DREAM_base_track_9,7722,0.052871217982513194,0.5567010309278351,0,0.0,0.9862095529678052,7722,False,high_overlap_related,M03_GC_length_multi_char6,T04_observable_alignment_proxy,-0.3421549942831152,0.6126186643836083
Random_Promoter_DREAM_base_track,Random_Promoter_DREAM_base_track_10,964,0.0040344856449317824,0.00964,0,0.0,0.9999999999999998,964,False,low,M03_GC_length_multi_char6,T04_observable_alignment_proxy,-0.3421549942831152,0.2762271545149858
Random_Promoter_DREAM_base_track,Random_Promoter_DREAM_base_track_11,1806,0.011423294412326531,0.0903,0,0.0,1.0,1806,False,low,M03_GC_length_multi_char6,T02_selection_potential_proxy,-0.3421549942831152,0.2304844127903973
Random_Promoter_DREAM_base_track,Random_Promoter_DREAM_base_track_12,180,0.0011269439783626756,0.009,0,0.0,0.9999999999999998,180,False,low,M03_GC_length_multi_char6,T02_selection_potential_proxy,-0.3421549942831152,0.2445400023666976
Random_Promoter_DREAM_base_track,Random_Promoter_DREAM_base_track_13,7722,0.052871217982513194,0.5567010309278351,0,0.0,0.9862095529678052,7722,False,high_overlap_related,M03_GC_length_multi_char6,T04_observable_alignment_proxy,-0.3421549942831152,0.6126186643836083
Random_Promoter_DREAM_base_track,Random_Promoter_DREAM_base_track_14,978,0.0040933175962431885,0.00978,0,0.0,1.0,978,False,low,M03_GC_length_multi_char6,T04_observable_alignment_proxy,-0.3421549942831152,0.2739614602244904
